Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.00202330015599728,10,21,1,2,1,q,7.12485929997638,3.415,6.79,easy,3.375,"[4500, '6,3""', 128, 4000, '6,4""', 128]",-210,-449,-786,290,-782,-450,-521,-211,-831,2,-464,446,1920,1080
1,1,11.0090051000006,8,17,1,2,1,q,7.27305519999936,7.99,7.03,hard,0.960000000000001,"[5000, '6,4""', 256, 5000, '6,7""', 128]",-229,-403,-823,324,-750,-488,-540,-257,-799,-37,-443,400,1920,1080
2,2,22.0093043001834,5,24,1,2,1,p,5.6669945998583,3.565,8.155,easy,4.59,"[3020, '6""', 32, 12500, '5,9""', 64]",-207,-358,-873,330,-777,-446,-505,-293,-757,-63,-479,435,1920,1080
3,3,33.0087778000161,2,23,1,2,1,q,6.30435009999201,6.7,6.385,hard,0.315,"[4380, '5,7""', 128, 4020, '6,3""', 128]",-185,-403,-874,280,-809,-484,-513,-244,-807,-65,-466,387,1920,1080
4,4,44.008853000123,4,28,1,2,1,q,5.94634160003625,4.435,7.54,easy,3.105,"[15000, '6,5""', 64, 6000, '6,4""', 256]",-223,-435,-897,324,-761,-472,-556,-270,-856,-55,-488,432,1920,1080
5,5,55.009220900014,17,26,1,2,1,p,9.787654499989,7.03,3.505,easy,3.525,"[5000, '6,7""', 128, 4500, '6,5""', 256]",-198,-478,-862,288,-712,-464,-514,-243,-906,-53,-438,429,1920,1080
6,8,66.0089823000599,26,28,1,2,1,p,5.20725989993662,3.505,7.54,easy,4.035,"[4500, '6,5""', 256, 6000, '6,4""', 256]",-198,-428,-852,239,-748,-429,-533,-197,-864,-26,-436,379,1920,1080
7,10,77.0090374001302,8,19,1,2,1,q,3.59616119996645,7.99,7.03,hard,0.96,"[5000, '6,4""', 256, 5000, '6,7""', 128]",-223,-471,-865,287,-789,-458,-529,-247,-816,-13,-484,364,1920,1080
8,11,88.0104825000744,13,24,1,2,1,p,5.46990999998525,5.23,8.155,easy,2.925,"[3000, '6,1""', 64, 12500, '5,9""', 64]",-271,-456,-907,259,-816,-416,-579,-242,-864,-28,-530,383,1920,1080
9,12,99.0102829001844,24,25,1,2,1,q,6.99288719985634,8.155,8.65,hard,0.495000000000001,"[12500, '5,9""', 64, 5080, '6,6""', 256]",-226,-435,-868,291,-806,-465,-627,-255,-880,-75,-506,427,1920,1080
10,13,110.009435300017,26,28,1,2,1,p,5.05858390009962,3.505,7.54,easy,4.035,"[4500, '6,5""', 256, 6000, '6,4""', 256]",-259,-473,-908,321,-846,-435,-586,-226,-883,-25,-465,456,1920,1080
11,14,121.010629200144,1,29,1,2,1,q,3.96835149987601,4.75,4.93,hard,0.18,"[3000, '4""', 64, 3000, '6""', 32]",-234,-430,-878,361,-868,-480,-617,-265,-834,-33,-506,427,1920,1080
12,17,132.010548900114,24,29,1,2,1,q,5.26046020002104,8.155,4.93,easy,3.225,"[12500, '5,9""', 64, 3000, '6""', 32]",-284,-430,-884,411,-818,-474,-569,-280,-862,8,-470,393,1920,1080
13,19,143.010481400182,4,22,1,2,1,q,5.9425810999237,4.435,6.685,medium,2.25,"[15000, '6,5""', 64, 4500, '6,4""', 128]",-237,-447,-836,424,-768,-468,-558,-231,-837,51,-420,400,1920,1080
14,20,154.010745400097,2,27,1,2,1,q,5.19627749989741,6.7,6.355,hard,0.345000000000001,"[4380, '5,7""', 128, 4050, '6,3""', 64]",-229,-398,-835,474,-818,-462,-510,-218,-862,7,-376,376,1920,1080
15,22,165.009102200158,15,26,1,2,1,p,4.53195829992183,5.755,3.505,medium,2.25,"[5000, '6,7""', 128, 4500, '6,5""', 256]",-267,-365,-799,440,-768,-464,-560,-219,-843,-39,-424,363,1920,1080
16,23,176.008923999965,21,27,1,2,1,q,4.77806190005504,6.79,6.355,hard,0.435000000000001,"[4000, '6,4""', 128, 4050, '6,3""', 64]",-217,-363,-839,410,-818,-459,-562,-169,-799,-62,-457,325,1920,1080
17,24,187.009053100133,5,7,1,2,1,p,5.32903629983775,3.565,4.255,hard,0.69,"[3020, '6""', 32, 3100, '5,9""', 64]",-167,-357,-861,365,-862,-435,-513,-160,-847,-47,-472,277,1920,1080
18,25,198.009395600064,2,5,1,2,1,q,3.97464519995265,6.7,3.565,easy,3.135,"[4380, '5,7""', 128, 3020, '6""', 32]",-139,-315,-907,344,-895,-397,-512,-210,-858,2,-469,227,1920,1080
19,26,209.008951600175,4,26,1,2,1,q,4.97712659998797,4.435,3.505,hard,0.930000000000001,"[15000, '6,5""', 64, 4500, '6,5""', 256]",-153,-267,-877,304,-888,-347,-508,-260,-811,19,-497,186,1920,1080
20,27,220.008973899996,7,13,1,2,1,q,4.5212420001626,4.255,5.23,hard,0.975,"[3100, '5,9""', 64, 3000, '6,1""', 64]",-199,-287,-829,289,-878,-396,-524,-307,-841,-21,-488,235,1920,1080
21,28,231.008955399972,25,28,1,2,1,p,3.93715870007873,8.65,7.54,medium,1.11,"[5080, '6,6""', 256, 6000, '6,4""', 256]",-178,-333,-876,306,-831,-414,-499,-350,-813,-62,-444,212,1920,1080
22,30,242.009476799984,18,27,1,2,1,p,7.44160140003078,5.005,6.355,medium,1.35,"[3340, '6,1""', 128, 4050, '6,3""', 64]",-212,-296,-899,351,-871,-385,-452,-368,-789,-106,-463,258,1920,1080
23,31,253.009052400012,6,16,1,2,1,q,4.12396800005808,7.105,11.835,easy,4.73,"[5000, '6,4""', 128, 4800, '6,8""', 128]",-211,-246,-853,371,-872,-335,-451,-318,-834,-85,-511,244,1920,1080
24,32,264.009188600117,1,5,1,2,1,q,4.21791719994508,4.75,3.565,medium,1.185,"[3000, '4""', 64, 3020, '6""', 32]",-177,-210,-819,408,-883,-384,-461,-367,-857,-129,-477,208,1920,1080
25,33,275.009103400167,5,7,1,2,1,p,3.88602229999378,3.565,4.255,hard,0.69,"[3020, '6""', 32, 3100, '5,9""', 64]",-200,-166,-842,364,-834,-394,-499,-334,-905,-143,-440,175,1920,1080
