Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.00291189993731677,4,26,1,2,1,q,5.36354789999314,9.88,5.365,easy,4.515,"[15000, '6,5""', 64, 4500, '6,5""', 256]",-42,391,-604,121,-320,-37,-405,456,-260,248,-398,-367,1920,1080
1,1,11.0103108999319,0,23,1,2,1,q,3.00710709998384,8.02,3.97,easy,4.05,"[8000, '6,1""', 64, 4020, '6,3""', 128]",-45,441,-615,170,-359,-68,-446,484,-277,201,-360,-335,1920,1080
2,2,22.008975799894,4,12,1,2,1,q,2.60052499989979,9.88,6.565,medium,3.315,"[15000, '6,5""', 64, 5000, '6,6""', 128]",1,461,-598,123,-364,-18,-436,435,-247,241,-326,-298,1920,1080
3,3,33.0089546998497,15,25,1,2,1,p,6.96643860009499,4.675,6.22,medium,1.545,"[5000, '6,7""', 128, 5080, '6,6""', 256]",43,433,-550,136,-314,-14,-418,481,-202,263,-373,-314,1920,1080
4,4,44.0090500998776,17,26,1,2,1,q,5.41452719992958,5.665,5.365,hard,0.299999999999999,"[5000, '6,7""', 128, 4500, '6,5""', 256]",74,394,-598,150,-294,-60,-430,432,-227,220,-420,-331,1920,1080
5,7,55.0088793998584,19,26,1,2,1,q,6.14833600004204,4.765,5.365,hard,0.6,"[5000, '6,7""', 128, 4500, '6,5""', 256]",122,379,-548,143,-257,-94,-389,461,-215,172,-440,-377,1920,1080
6,9,66.0089466997888,2,13,1,2,1,q,5.31536950008012,4.825,3.445,medium,1.38,"[4380, '5,7""', 128, 3000, '6,1""', 64]",123,429,-498,142,-227,-134,-438,471,-174,200,-472,-415,1920,1080
7,10,77.0093837999739,23,27,1,2,1,q,9.77193599985912,3.97,5.095,medium,1.125,"[4020, '6,3""', 128, 4050, '6,3""', 64]",115,380,-535,109,-189,-166,-398,440,-223,212,-520,-402,1920,1080
8,12,88.0089010999072,0,21,1,2,1,q,3.49737749993801,8.02,4.195,easy,3.825,"[8000, '6,1""', 64, 4000, '6,4""', 128]",109,330,-578,134,-239,-170,-443,419,-264,183,-479,-431,1920,1080
9,14,99.0089573999867,0,22,1,2,1,q,3.40048719989136,8.02,4.45,medium,3.57,"[8000, '6,1""', 64, 4500, '6,4""', 128]",122,378,-534,158,-189,-171,-487,443,-281,136,-498,-477,1920,1080
10,15,110.008963599801,21,27,1,2,1,q,6.45145789999515,4.195,5.095,hard,0.899999999999999,"[4000, '6,4""', 128, 4050, '6,3""', 64]",94,419,-565,119,-214,-214,-475,394,-252,95,-547,-484,1920,1080
11,16,121.008956999984,19,25,1,2,1,q,7.12436539982446,4.765,6.22,medium,1.455,"[5000, '6,7""', 128, 5080, '6,6""', 256]",55,388,-614,110,-166,-229,-477,444,-283,56,-520,-442,1920,1080
