Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.00288250000448897,0,12,1,2,1,p,10.8401779999986,6.655,5.905,hard,0.750000000000001,"[8000, '6,1""', 64, 5000, '6,6""', 128]",845,176,102,407,633,-43,594,446,830,-289,352,241,1920,1080
1,4,11.0094121000002,6,24,1,2,1,p,8.27576340000087,6.13,7.24,medium,1.11,"[5000, '6,4""', 128, 12500, '5,9""', 64]",895,180,152,405,632,7,570,402,869,-258,317,206,1920,1080
2,6,22.0092418999993,18,27,1,2,1,p,4.88129960000515,4.045,4.435,hard,0.390000000000001,"[3340, '6,1""', 128, 4050, '6,3""', 64]",877,227,106,425,621,56,520,406,871,-208,269,192,1920,1080
3,7,33.0089684999985,16,19,1,2,1,p,6.71926779999922,4.075,6.475,easy,2.4,"[4800, '6,8""', 128, 5000, '6,7""', 128]",855,272,155,433,622,106,470,401,856,-256,316,175,1920,1080
4,8,44.0090196000092,8,17,1,2,1,q,3.93340739999257,5.605,5.275,hard,0.329999999999999,"[5000, '6,4""', 256, 5000, '6,7""', 128]",806,279,124,472,603,60,481,450,821,-292,297,221,1920,1080
5,9,55.0089696000068,19,28,1,2,1,q,4.78157340000325,6.475,6.37,hard,0.104999999999999,"[5000, '6,7""', 128, 6000, '6,4""', 256]",833,237,83,443,614,11,434,468,772,-284,291,171,1920,1080
6,11,66.0104739000089,18,27,1,2,1,p,3.8406141000014,4.045,4.435,hard,0.390000000000001,"[3340, '6,1""', 128, 4050, '6,3""', 64]",813,283,130,426,648,47,483,479,723,-292,341,165,1920,1080
7,12,77.0103776000033,15,25,1,2,1,p,2.64189240000269,5.605,5.815,hard,0.209999999999999,"[5000, '6,7""', 128, 5080, '6,6""', 256]",769,258,180,424,684,12,497,431,760,-326,387,146,1920,1080
8,14,88.0091233999992,1,29,1,2,1,p,10.6539768000075,2.335,2.11,hard,0.225,"[3000, '4""', 64, 3000, '6""', 32]",817,272,227,441,655,52,503,381,727,-289,380,97,1920,1080
9,15,99.0104006000038,22,24,1,2,1,p,2.55170890000591,4.435,7.24,easy,2.805,"[4500, '6,4""', 128, 12500, '5,9""', 64]",826,321,275,429,679,96,548,358,677,-282,395,49,1920,1080
