Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.00223930017091334,23,24,1,2,1,p,4.1246845999267,4.015,7.99,easy,3.975,"[4020, '6,3""', 128, 12500, '5,9""', 64]",-134,-428,-742,-423,-910,6,-294,216,-307,-230,-566,233,1920,1080
1,1,11.0092514001299,2,7,1,2,1,q,3.63867000001483,4.84,1.99,medium,2.85,"[4380, '5,7""', 128, 3100, '5,9""', 64]",-133,-478,-792,-420,-864,-13,-247,199,-348,-259,-557,184,1920,1080
2,2,22.0089917001314,21,27,1,2,1,q,5.66407139995135,3.55,3.985,hard,0.435,"[4000, '6,4""', 128, 4050, '6,3""', 64]",-171,-446,-792,-470,-895,26,-278,238,-380,-297,-600,158,1920,1080
3,3,33.0105520000216,7,13,1,2,1,q,4.49843260017224,1.99,2.545,hard,0.555,"[3100, '5,9""', 64, 3000, '6,1""', 64]",-134,-412,-743,-479,-896,-24,-270,189,-345,-261,-648,171,1920,1080
4,4,44.0090229001362,2,18,1,2,1,q,4.37392629985698,4.84,1.735,easy,3.105,"[4380, '5,7""', 128, 3340, '6,1""', 128]",-137,-462,-756,-431,-847,-12,-268,239,-376,-222,-626,126,1920,1080
5,6,55.0091590001248,10,24,1,2,1,p,2.84003870002925,4.225,7.99,easy,3.765,"[4500, '6,3""', 128, 12500, '5,9""', 64]",-125,-413,-804,-446,-887,-41,-277,190,-356,-268,-675,118,1920,1080
6,7,66.0106223002076,3,25,1,2,1,p,5.82035489985719,4.96,5.005,hard,0.0449999999999999,"[5000, '6,7""', 128, 5080, '6,6""', 256]",-153,-372,-757,-462,-863,-85,-288,239,-400,-245,-652,73,1920,1080
7,8,77.0104436001275,26,28,1,2,1,p,3.38547039986588,3.535,5.965,medium,2.43,"[4500, '6,5""', 256, 6000, '6,4""', 256]",-144,-323,-736,-416,-850,-133,-338,233,-371,-204,-604,85,1920,1080
8,10,88.0105901001953,5,13,1,2,1,p,4.83050959999673,1.12,2.545,medium,1.425,"[3020, '6""', 32, 3000, '6,1""', 64]",-139,-373,-781,-394,-899,-142,-377,264,-382,-155,-650,105,1920,1080
9,11,99.01038540015,21,24,1,2,1,p,2.63589320005849,3.55,7.99,easy,4.44,"[4000, '6,4""', 128, 12500, '5,9""', 64]",-149,-324,-806,-351,-869,-102,-348,305,-418,-189,-604,124,1920,1080
