Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.00178560000495054,8,19,1,2,1,q,6.16610750000109,7.54,6.91,hard,0.630000000000001,"[5000, '6,4""', 256, 5000, '6,7""', 128]",121,-232,414,-16,214,171,856,-107,786,261,621,-424,1920,1080
1,1,11.0106960000121,4,23,1,2,1,q,8.85014729999239,4.51,3.445,medium,1.065,"[15000, '6,5""', 64, 4020, '6,3""', 128]",85,-266,448,-53,256,198,842,-59,789,211,599,-379,1920,1080
2,2,22.0106954000075,23,27,1,2,1,q,7.05106930001057,3.445,3.025,hard,0.42,"[4020, '6,3""', 128, 4050, '6,3""', 64]",35,-264,405,-28,301,219,874,-97,821,250,637,-412,1920,1080
3,5,33.0104936000134,1,29,1,2,1,q,5.05829109999468,2.065,2.2,hard,0.135,"[3000, '4""', 64, 3000, '6""', 32]",14,-309,444,3,345,243,832,-70,870,240,673,-377,1920,1080
4,6,44.010279900016,4,28,1,2,1,p,4.54164569999557,4.51,7.315,easy,2.805,"[15000, '6,5""', 64, 6000, '6,4""', 256]",53,-340,452,-46,326,289,880,-85,826,264,649,-333,1920,1080
5,7,55.0089865000045,5,13,1,2,1,p,5.04109199999948,1.99,3.625,medium,1.635,"[3020, '6""', 32, 3000, '6,1""', 64]",87,-376,403,-38,342,336,874,-135,811,216,619,-293,1920,1080
6,8,66.0090996000217,12,28,1,2,1,p,3.61188549999497,5.275,7.315,easy,2.04,"[5000, '6,6""', 128, 6000, '6,4""', 256]",114,-334,387,9,347,286,906,-96,821,265,591,-252,1920,1080
7,10,77.0091342000233,17,26,1,2,1,p,4.08383930000127,4.255,5.695,medium,1.44,"[5000, '6,7""', 128, 4500, '6,5""', 256]",67,-318,433,-10,308,317,907,-146,815,215,635,-228,1920,1080
8,11,88.00924330001,2,13,1,2,1,q,4.05677689998993,6.55,3.625,easy,2.925,"[4380, '5,7""', 128, 3000, '6,1""', 64]",31,-352,401,-48,290,364,888,-100,775,185,641,-178,1920,1080
9,12,99.0089965000225,4,6,1,2,1,p,8.30801799998153,4.51,6.46,medium,1.95,"[15000, '6,5""', 64, 5000, '6,4""', 128]",54,-308,353,-64,242,377,862,-57,725,185,593,-190,1920,1080
