Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.00195900024846196,8,17,1,2,1,q,5.19077469967306,8.575,5.995,easy,2.58,"[5000, '6,4""', 256, 5000, '6,7""', 128]",241,-134,369,-391,826,-178,575,-114,494,181,99,-346,1920,1080
1,1,11.0092183998786,9,26,1,2,1,p,5.95867620036006,6.655,7.135,hard,0.480000000000001,"[5000, '6,4""', 128, 4500, '6,5""', 256]",256,-86,394,-434,825,-228,528,-96,544,181,59,-315,1920,1080
2,2,22.0104593001306,15,25,1,2,1,p,4.53051989991218,8.635,8.905,hard,0.270000000000001,"[5000, '6,7""', 128, 5080, '6,6""', 256]",252,-36,441,-418,862,-194,568,-66,494,180,105,-295,1920,1080
3,3,33.0103227999061,0,23,1,2,1,q,2.7795342002064,6.52,4.96,medium,1.56,"[8000, '6,1""', 64, 4020, '6,3""', 128]",289,-2,416,-461,821,-222,585,-19,448,200,122,-342,1920,1080
4,4,44.0104886000045,3,26,1,2,1,q,5.3804406998679,7.765,7.135,medium,0.63,"[5000, '6,7""', 128, 4500, '6,5""', 256]",315,-45,407,-412,867,-242,635,-13,498,199,170,-327,1920,1080
5,5,55.0107451002114,8,16,1,2,1,q,4.82816389994696,8.575,7,medium,1.575,"[5000, '6,4""', 256, 4800, '6,8""', 128]",363,-31,376,-451,850,-289,637,-63,543,222,120,-332,1920,1080
6,6,66.0105530000292,14,28,1,2,1,p,4.86034729983658,9.295,8.68,hard,0.615,"[5000, '6,7""', 256, 6000, '6,4""', 256]",314,-22,327,-441,808,-263,682,-42,496,206,71,-343,1920,1080
7,8,77.0105791999958,16,17,1,2,1,p,4.13643749989569,7,5.995,medium,1.005,"[4800, '6,8""', 128, 5000, '6,7""', 128]",268,-1,377,-445,758,-270,639,-17,508,255,22,-353,1920,1080
8,9,88.0107865002938,0,8,1,2,1,p,5.04711599973962,6.52,8.575,easy,2.055,"[8000, '6,1""', 64, 5000, '6,4""', 256]",310,-28,376,-395,743,-318,688,-24,548,225,-5,-395,1920,1080
9,11,99.0091218999587,0,21,1,2,1,q,7.42492650030181,6.52,4.99,medium,1.53,"[8000, '6,1""', 64, 4000, '6,4""', 128]",360,-33,392,-348,739,-268,682,26,559,274,-15,-444,1920,1080
10,12,110.009330400266,16,19,1,2,1,p,3.8346579996869,7,7.045,hard,0.0450000000000008,"[4800, '6,8""', 128, 5000, '6,7""', 128]",313,-50,422,-308,745,-318,650,-13,522,241,-44,-485,1920,1080
11,13,121.008750900161,0,6,1,2,1,p,4.46207770006731,6.52,6.52,hard,0,"[8000, '6,1""', 64, 5000, '6,4""', 128]",287,-93,456,-345,744,-368,694,10,472,244,-20,-441,1920,1080
12,15,132.009506900329,5,13,1,2,1,q,5.51835029991344,2.29,3.355,medium,1.065,"[3020, '6""', 32, 3000, '6,1""', 64]",293,-43,434,-390,721,-412,653,-19,464,293,6,-398,1920,1080
13,16,143.009166799951,2,23,1,2,1,p,6.02489560004324,4.315,4.96,medium,0.645,"[4380, '5,7""', 128, 4020, '6,3""', 128]",342,-36,483,-381,752,-373,701,-34,506,320,5,-348,1920,1080
14,17,154.009517000057,8,19,1,2,1,q,4.2276360001415,8.575,7.045,medium,1.53,"[5000, '6,4""', 256, 5000, '6,7""', 128]",378,-1,476,-331,782,-413,746,-56,556,321,55,-349,1920,1080
15,18,165.008885799907,14,28,1,2,1,p,4.72004400007427,9.295,8.68,hard,0.615,"[5000, '6,7""', 256, 6000, '6,4""', 256]",383,49,426,-327,735,-429,785,-87,572,368,34,-394,1920,1080
16,20,176.009258800186,12,24,1,2,1,q,6.14971320005134,8.275,5.665,easy,2.61,"[5000, '6,6""', 128, 12500, '5,9""', 64]",368,97,407,-373,702,-391,830,-108,617,346,82,-381,1920,1080
17,21,187.009401500225,4,15,1,2,1,q,3.71086449967697,6.565,8.635,easy,2.07,"[15000, '6,5""', 64, 5000, '6,7""', 128]",319,108,433,-416,735,-354,871,-137,588,305,125,-407,1920,1080
18,22,198.009007600136,17,25,1,2,1,p,4.37685099989176,5.995,8.905,easy,2.91,"[5000, '6,7""', 128, 5080, '6,6""', 256]",321,58,404,-457,687,-340,892,-92,539,294,101,-363,1920,1080
19,23,209.010410599876,3,24,1,2,1,q,5.40362520003691,7.765,5.665,easy,2.1,"[5000, '6,7""', 128, 12500, '5,9""', 64]",274,74,450,-477,717,-380,865,-50,588,306,144,-337,1920,1080
20,25,220.009527599905,0,19,1,2,1,p,4.24743110034615,6.52,7.045,hard,0.525000000000001,"[8000, '6,1""', 64, 5000, '6,7""', 128]",273,24,400,-471,709,-429,904,-81,570,260,99,-316,1920,1080
21,26,231.009076999966,23,27,1,2,1,q,4.32583030033857,4.96,3.025,easy,1.935,"[4020, '6,3""', 128, 4050, '6,3""', 64]",290,71,414,-423,673,-395,868,-46,550,214,144,-295,1920,1080
22,27,242.010408000089,2,5,1,2,1,q,4.08764210017398,4.315,2.29,easy,2.025,"[4380, '5,7""', 128, 3020, '6""', 32]",269,117,391,-379,722,-404,821,-30,600,208,95,-305,1920,1080
23,29,253.010532000102,17,28,1,2,1,p,4.45545399980619,5.995,8.68,easy,2.685,"[5000, '6,7""', 128, 6000, '6,4""', 256]",284,165,431,-410,768,-383,774,-47,612,257,125,-265,1920,1080
24,30,264.010720500257,17,26,1,2,1,q,5.61512420000508,5.995,7.135,medium,1.14,"[5000, '6,7""', 128, 4500, '6,5""', 256]",282,215,406,-453,754,-335,818,-70,571,285,175,-265,1920,1080
25,31,275.010544300079,15,16,1,2,1,q,4.00856819981709,8.635,7,easy,1.635,"[5000, '6,7""', 128, 4800, '6,8""', 128]",316,252,449,-478,795,-364,794,-114,579,334,215,-295,1920,1080
