Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.00324959999852581,0,10,1,2,1,q,7.33401610000146,9.505,6.19,easy,3.315,"[4, '0,04 km', '18 m2', 3, '1,8 km', '20 m2']",731,-88,355,-115,686,170,252,253,549,486,644,-380,1920,1080
1,2,11.0076894000013,3,14,1,2,1,p,6.38180779999675,7.24,9.205,medium,1.965,"[3, '0,04 km', '18 m2', 4, '0,05 km', '22 m2']",774,-113,402,-97,657,211,260,204,499,485,598,-398,1920,1080
2,3,22.0074508000034,17,23,1,2,1,q,5.00081069999578,8.74,7.09,medium,1.65,"[3, '0,1 km', '20 m2', 3, '1,5 km', '24 m2']",821,-131,416,-49,704,194,223,170,549,478,572,-441,1920,1080
3,4,33.0073236000026,8,22,1,2,1,p,4.77133070000127,6.775,8.23,medium,1.455,"[3, '1,1 km', '21 m2', 3, '0,25 km', '18 m2']",773,-145,462,-30,657,177,240,217,593,454,607,-405,1920,1080
4,5,44.0074254999999,9,20,1,2,1,p,3.87079190000077,6.295,7.135,hard,0.84,"[3, '1,3 km', '19 m2', 4, '1,1 km', '14 m2']",746,-187,418,-7,679,132,207,255,640,471,625,-452,1920,1080
5,6,55.0075799999977,21,24,1,2,1,q,4.56967700000678,5.155,4.42,hard,0.735,"[3, '2,1 km', '18 m2', 3, '3,3 km', '30 m2']",696,-182,373,-29,728,122,185,210,686,451,672,-435,1920,1080
6,9,66.0074198000002,16,29,1,2,1,q,4.01981820000219,8.215,3.145,easy,5.07,"[3, '0,02 km', '20 m2', 2, '1,1 km', '23 m2']",685,-133,366,-79,687,151,165,256,641,430,708,-469,1920,1080
7,10,77.007529399998,6,24,1,2,1,q,3.83671930000128,8.815,4.42,easy,4.395,"[3, '0,1 km', '20 m2', 3, '3,3 km', '30 m2']",729,-109,318,-64,637,150,172,207,655,478,696,-421,1920,1080
8,11,88.0074690000038,1,15,1,2,1,p,6.68373229999997,5.29,7.39,easy,2.1,"[4, '2,6 km', '17 m2', 3, '0,45 km', '18 m2']",768,-77,342,-108,638,200,208,172,704,468,670,-464,1920,1080
9,12,99.0074329999989,3,27,1,2,1,p,8.10879320000095,7.24,9.925,easy,2.685,"[3, '0,04 km', '18 m2', 5, '0,05 km', '30 m2']",811,-103,379,-74,588,195,238,212,754,471,649,-419,1920,1080
10,13,110.007512800003,0,10,1,2,1,q,3.69767529999808,9.505,6.19,easy,3.315,"[4, '0,04 km', '18 m2', 3, '1,8 km', '20 m2']",861,-99,429,-78,550,162,257,166,762,422,602,-403,1920,1080
11,14,121.007354000001,0,27,1,2,1,p,6.21083740000176,9.505,9.925,hard,0.420000000000002,"[4, '0,04 km', '18 m2', 5, '0,05 km', '30 m2']",891,-139,450,-124,599,173,303,146,804,396,575,-445,1920,1080
12,15,132.007432899998,1,17,1,2,1,p,7.48787850000372,5.29,8.74,easy,3.45,"[4, '2,6 km', '17 m2', 3, '0,1 km', '20 m2']",872,-93,498,-139,600,123,255,161,821,349,595,-399,1920,1080
13,16,143.007778200001,12,27,1,2,1,p,4.91037700000015,7.51,9.925,easy,2.415,"[3, '0,04 km', '21 m2', 5, '0,05 km', '30 m2']",907,-57,530,-101,645,144,291,126,871,345,630,-364,1920,1080
14,17,154.006384100001,12,13,1,2,1,p,9.90660319999733,7.51,9.31,medium,1.8,"[3, '0,04 km', '21 m2', 4, '0,6 km', '20 m2']",858,-69,481,-89,624,189,255,91,878,395,609,-409,1920,1080
15,19,165.0060094,13,23,1,2,1,q,8.26696670000092,9.31,7.09,easy,2.22,"[4, '0,6 km', '20 m2', 3, '1,5 km', '24 m2']",888,-29,518,-56,620,239,277,136,841,361,618,-458,1920,1080
16,20,176.007314100003,0,13,1,2,1,q,7.71084500000143,9.505,9.31,hard,0.195,"[4, '0,04 km', '18 m2', 4, '0,6 km', '20 m2']",882,21,518,-106,597,283,244,174,817,405,667,-467,1920,1080
17,21,187.007479699998,1,7,1,2,1,p,8.73654640000314,5.29,6.46,medium,1.17,"[4, '2,6 km', '17 m2', 3, '1,8 km', '18 m2']",834,35,497,-151,584,331,289,196,845,446,695,-426,1920,1080
