Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,1,0.0110591999982716,3,10,1,2,1,p,10.8929949000012,5.575,6.04,hard,0.465,"[3, '0,04 km', '18 m2', 3, '1,8 km', '20 m2']",407,-432,763,-61,623,-270,528,49,254,-107,839,239,1920,1080
1,2,11.0092783999862,4,28,1,2,1,q,10.9738828000118,5.965,2.155,easy,3.81,"[3, '2,2 km', '17 m2', 2, '3,8 km', '18 m2']",443,-466,754,-12,590,-232,479,40,253,-157,801,272,1920,1080
2,3,22.0090594999929,7,11,1,2,1,p,10.7590492000017,5.155,3.085,medium,2.07,"[3, '1,8 km', '18 m2', 3, '4,2 km', '19 m2']",419,-422,803,-2,618,-191,502,85,294,-128,755,292,1920,1080
3,4,33.0091259999899,12,23,1,2,1,p,10.3847363999958,5.395,7.405,medium,2.01,"[3, '0,04 km', '21 m2', 3, '1,5 km', '24 m2']",371,-437,852,-13,580,-223,547,63,330,-94,804,301,1920,1080
4,5,44.0091913999931,12,19,1,2,1,p,10.3816968000028,5.395,8.83,easy,3.435,"[3, '0,04 km', '21 m2', 4, '0,7 km', '23 m2']",354,-484,803,-4,629,-213,506,34,290,-124,769,265,1920,1080
5,6,55.0102677999966,11,21,1,2,1,q,10.7508002999966,3.085,5.35,easy,2.265,"[3, '4,2 km', '19 m2', 3, '2,1 km', '18 m2']",404,-481,822,42,612,-166,484,79,290,-174,785,312,1920,1080
6,7,66.0104488999932,1,5,1,2,1,p,10.2975569999981,6.625,5.53,medium,1.095,"[4, '2,6 km', '17 m2', 3, '1,6 km', '18 m2']",388,-433,864,69,661,-174,452,117,266,-130,806,357,1920,1080
7,8,77.0105766999914,12,14,1,2,1,q,10.4512134999968,5.395,7.315,medium,1.92,"[3, '0,04 km', '21 m2', 4, '0,05 km', '22 m2']",437,-424,862,19,692,-213,436,164,246,-176,756,350,1920,1080
8,9,88.0102459999907,5,24,1,2,1,p,10.0046583000076,5.53,6.91,medium,1.38,"[3, '1,6 km', '18 m2', 3, '3,3 km', '30 m2']",486,-435,882,65,696,-263,458,119,196,-181,707,361,1920,1080
9,10,99.0106069999892,8,16,1,2,1,q,10.9412089000107,7.015,5.365,medium,1.65,"[3, '1,1 km', '21 m2', 3, '0,02 km', '20 m2']",438,-448,840,38,690,-213,464,69,246,-180,692,313,1920,1080
10,11,110.010414299992,13,18,1,2,1,p,6.70138820000284,6.82,7.765,hard,0.944999999999999,"[4, '0,6 km', '20 m2', 4, '0,65 km', '23 m2']",454,-401,793,54,730,-242,513,81,266,-134,740,327,1920,1080
11,13,121.010493299997,20,21,1,2,1,q,10.7455606000003,6.43,5.35,medium,1.08,"[4, '1,1 km', '14 m2', 3, '2,1 km', '18 m2']",497,-426,842,43,780,-238,523,32,216,-130,770,367,1920,1080
12,15,132.010633499987,12,20,1,2,1,p,7.27726830000756,5.395,6.43,hard,1.035,"[3, '0,04 km', '21 m2', 4, '1,1 km', '14 m2']",461,-460,887,65,750,-198,473,25,255,-161,720,372,1920,1080
13,16,143.010484299986,11,28,1,2,1,q,10.2602833000128,3.085,2.155,hard,0.93,"[3, '4,2 km', '19 m2', 2, '3,8 km', '18 m2']",444,-413,847,35,772,-243,515,52,292,-127,700,326,1920,1080
