Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.0019073998555541,23,25,1,2,1,p,6.56538570020348,5.965,5.965,hard,0,"[3, '1,5 km', '24 m2', 3, '0,2 km', '20 m2']",-877,-171,-407,208,-571,-486,-828,83,-305,-362,-312,-59,1920,1080
1,2,11.0090598000679,3,6,1,2,1,p,5.07216729992069,6.91,7.24,hard,0.33,"[3, '0,04 km', '18 m2', 3, '0,1 km', '20 m2']",-905,-212,-442,172,-582,-437,-779,73,-297,-313,-264,-44,1920,1080
2,3,22.0089600000065,18,23,1,2,1,q,4.08931920002215,8.935,5.965,easy,2.97,"[4, '0,65 km', '23 m2', 3, '1,5 km', '24 m2']",-857,-225,-421,217,-630,-423,-729,79,-262,-349,-254,5,1920,1080
3,4,33.0090117000509,20,21,1,2,1,q,4.68528379988857,7.75,4.99,easy,2.76,"[4, '1,1 km', '14 m2', 3, '2,1 km', '18 m2']",-815,-252,-437,264,-641,-472,-701,38,-283,-304,-295,34,1920,1080
4,5,44.0094226999208,2,14,1,2,1,p,8.3170831000898,9.25,9.085,hard,0.164999999999999,"[4, '0,06 km', '23 m2', 4, '0,05 km', '22 m2']",-865,-258,-450,312,-610,-433,-705,88,-319,-339,-281,-14,1920,1080
5,8,55.0089908998925,0,19,1,2,1,q,4.75535340001807,9.16,9.28,hard,0.119999999999999,"[4, '0,04 km', '18 m2', 4, '0,7 km', '23 m2']",-832,-295,-499,300,-622,-481,-717,39,-295,-383,-310,-55,1920,1080
6,9,66.0094381000381,9,10,1,2,1,q,5.54581489996053,5.77,5.755,hard,0.0150000000000006,"[3, '1,3 km', '19 m2', 3, '1,8 km', '20 m2']",-877,-318,-454,321,-672,-482,-685,77,-344,-391,-346,-20,1920,1080
7,11,77.0090836999007,19,22,1,2,1,p,6.52829320007004,9.28,6.925,medium,2.355,"[4, '0,7 km', '23 m2', 3, '0,25 km', '18 m2']",-888,-367,-456,271,-622,-479,-733,64,-294,-384,-384,13,1920,1080
8,12,88.0093362999614,1,11,1,2,1,q,4.60404019989073,6.25,2.125,easy,4.125,"[4, '2,6 km', '17 m2', 3, '4,2 km', '19 m2']",-909,-413,-454,221,-655,-442,-756,108,-342,-370,-374,-36,1920,1080
9,13,99.0105898000766,0,16,1,2,1,q,4.67259139986709,9.16,6.94,medium,2.22,"[4, '0,04 km', '18 m2', 3, '0,02 km', '20 m2']",-859,-415,-495,193,-614,-471,-772,61,-377,-334,-328,-16,1920,1080
