Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,1,0.0108143999241292,4,24,1,2,1,,NaN,4.585,3.085,medium,1.5,"[3, '2,2 km', '17 m2', 3, '3,3 km', '30 m2']",259,-143,572,-184,876,58,701,321,894,-218,704,-437,1920,1080
1,2,11.0106120998971,3,8,1,2,1,q,5.54851799970493,9.72,5.86,easy,3.86,"[3, '0,04 km', '18 m2', 3, '1,1 km', '21 m2']",288,-102,569,-134,834,85,658,347,846,-203,701,-487,1920,1080
2,4,22.0104271997698,0,14,1,2,1,q,5.70472839986906,9.145,8.98,hard,0.164999999999999,"[4, '0,04 km', '18 m2', 4, '0,05 km', '22 m2']",279,-53,551,-87,874,115,680,392,848,-153,726,-444,1920,1080
3,5,33.0105502996594,18,22,1,2,1,p,6.32861560024321,6.37,5.905,hard,0.465,"[4, '0,65 km', '23 m2', 3, '0,25 km', '18 m2']",323,-77,585,-51,824,109,730,396,807,-182,678,-459,1920,1080
4,6,44.0103585999459,1,7,1,2,1,p,7.36497579980642,8.745,4.36,easy,4.385,"[4, '2,6 km', '17 m2', 3, '1,8 km', '18 m2']",282,-48,603,-4,874,107,743,348,848,-210,699,-413,1920,1080
5,7,55.010444900021,7,29,1,2,1,q,6.06983999954537,4.36,4.48,hard,0.12,"[3, '1,8 km', '18 m2', 2, '1,1 km', '23 m2']",331,-58,618,-52,826,94,793,342,868,-164,664,-377,1920,1080
6,8,66.0106437997892,15,18,1,2,1,q,7.67552250018343,4.975,6.37,medium,1.395,"[3, '0,45 km', '18 m2', 4, '0,65 km', '23 m2']",289,-85,644,-95,828,144,790,392,903,-199,701,-411,1920,1080
7,9,77.009071899578,25,26,1,2,1,q,5.34415680030361,17.035,5.995,easy,11.04,"[3, '0,2 km', '20 m2', 5, '1,7 km', '30 m2']",257,-46,597,-113,869,116,796,442,899,-149,653,-424,1920,1080
8,10,88.0090981996618,9,29,1,2,1,q,6.6340216002427,5.635,4.48,hard,1.155,"[3, '1,3 km', '19 m2', 2, '1,1 km', '23 m2']",297,-16,549,-98,822,134,773,487,857,-176,698,-403,1920,1080
9,11,99.0090638999827,0,14,1,2,1,q,4.4142724997364,9.145,8.98,hard,0.164999999999999,"[4, '0,04 km', '18 m2', 4, '0,05 km', '22 m2']",273,-60,569,-144,852,94,723,487,816,-205,666,-442,1920,1080
10,12,110.009440199938,2,23,1,2,1,q,4.85966139985248,9.01,5.11,easy,3.9,"[4, '0,06 km', '23 m2', 3, '1,5 km', '24 m2']",236,-94,559,-193,901,83,673,486,829,-157,714,-456,1920,1080
11,13,121.008895699866,12,27,1,2,1,p,3.6321978000924,6.085,9.745,easy,3.66,"[3, '0,04 km', '21 m2', 5, '0,05 km', '30 m2']",222,-142,509,-196,899,133,719,467,867,-189,751,-423,1920,1080
12,15,132.009209299926,12,14,1,2,1,p,4.40486119966954,6.085,8.98,medium,2.895,"[3, '0,04 km', '21 m2', 4, '0,05 km', '22 m2']",184,-175,543,-159,879,87,688,428,819,-177,710,-452,1920,1080
13,16,143.008865899872,5,11,1,2,1,q,4.03531259996817,5.32,3.37,medium,1.95,"[3, '1,6 km', '18 m2', 3, '4,2 km', '19 m2']",227,-149,579,-194,851,129,722,391,869,-182,661,-442,1920,1080
14,17,154.008916999679,5,10,1,2,1,q,7.37624030001462,5.32,4.855,hard,0.465,"[3, '1,6 km', '18 m2', 3, '1,8 km', '20 m2']",274,-165,568,-145,883,90,718,341,870,-232,671,-393,1920,1080
15,18,165.009099599905,1,5,1,2,1,p,5.42499660002068,8.745,5.32,medium,3.425,"[4, '2,6 km', '17 m2', 3, '1,6 km', '18 m2']",321,-147,568,-95,861,135,669,349,886,-279,622,-385,1920,1080
16,19,176.010536999907,3,27,1,2,1,p,3.23858009977266,9.72,9.745,hard,0.0250000000000021,"[3, '0,04 km', '18 m2', 5, '0,05 km', '30 m2']",289,-109,596,-136,877,88,677,300,897,-230,581,-414,1920,1080
17,20,187.010557499714,0,25,1,2,1,q,5.21174960024655,9.145,17.035,easy,7.89,"[4, '0,04 km', '18 m2', 3, '0,2 km', '20 m2']",276,-157,617,-91,875,138,653,256,880,-183,605,-458,1920,1080
18,21,198.010512699839,5,26,1,2,1,p,6.06678290013224,5.32,5.995,hard,0.675000000000001,"[3, '1,6 km', '18 m2', 5, '1,7 km', '30 m2']",317,-186,622,-141,896,93,646,207,905,-226,644,-489,1920,1080
19,22,209.010570199695,5,11,1,2,1,q,4.7513961000368,5.32,3.37,medium,1.95,"[3, '1,6 km', '18 m2', 3, '4,2 km', '19 m2']",366,-177,630,-92,904,142,606,236,864,-255,660,-442,1920,1080
20,24,220.010719999671,13,17,1,2,1,q,4.11734980018809,7,7.405,hard,0.405,"[4, '0,6 km', '20 m2', 3, '0,1 km', '20 m2']",318,-192,582,-78,909,192,559,252,909,-233,700,-412,1920,1080
21,25,231.010467599612,13,23,1,2,1,q,4.45667480025441,7,5.11,medium,1.89,"[4, '0,6 km', '20 m2', 3, '1,5 km', '24 m2']",351,-229,630,-64,873,227,509,252,897,-282,655,-390,1920,1080
