Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.001892099971883,2,3,1,2,1,q,6.24693330004811,8.785,8.035,hard,0.75,"[4, '0,06 km', '23 m2', 3, '0,04 km', '18 m2']",518,-287,270,-191,757,30,767,428,456,201,854,-303,1920,1080
1,1,11.0104976000148,20,26,1,2,1,p,6.89561619999586,7.78,9.295,medium,1.515,"[4, '1,1 km', '14 m2', 5, '1,7 km', '30 m2']",548,-327,318,-175,756,80,799,390,458,151,892,-271,1920,1080
2,2,22.0090316999704,0,11,1,2,1,q,4.56882960000075,9.01,4.09,easy,4.92,"[4, '0,04 km', '18 m2', 3, '4,2 km', '19 m2']",502,-348,268,-180,803,64,751,377,448,102,842,-267,1920,1080
3,3,33.0091338999919,3,19,1,2,1,p,6.80615870002657,8.035,8.89,medium,0.854999999999999,"[3, '0,04 km', '18 m2', 4, '0,7 km', '23 m2']",462,-318,242,-137,757,44,801,375,449,152,832,-316,1920,1080
4,4,44.0090033999877,14,29,1,2,1,q,5.39318850002019,9.715,2.98,easy,6.735,"[4, '0,05 km', '22 m2', 2, '1,1 km', '23 m2']",462,-268,245,-87,762,-6,842,346,473,196,787,-295,1920,1080
5,5,55.0091457000235,0,23,1,2,1,q,3.39309460000368,9.01,7.03,easy,1.98,"[4, '0,04 km', '18 m2', 3, '1,5 km', '24 m2']",425,-302,221,-131,809,12,804,379,465,147,797,-344,1920,1080
6,6,66.0090003000223,2,12,1,2,1,q,4.30004939995706,8.785,9.595,hard,0.809999999999999,"[4, '0,06 km', '23 m2', 3, '0,04 km', '21 m2']",428,-352,268,-148,770,43,756,392,500,111,786,-393,1920,1080
7,7,77.0089335999801,6,19,1,2,1,p,6.47230240004137,8.905,8.89,hard,0.0150000000000006,"[3, '0,1 km', '20 m2', 4, '0,7 km', '23 m2']",477,-342,228,-119,819,53,708,405,549,101,756,-353,1920,1080
8,8,88.0090436000028,17,18,1,2,1,p,6.76127409999026,8.455,8.995,hard,0.540000000000001,"[3, '0,1 km', '20 m2', 4, '0,65 km', '23 m2']",444,-304,229,-169,868,62,674,369,599,101,806,-350,1920,1080
9,10,99.009214300022,16,29,1,2,1,q,5.82692869997118,7.915,2.98,easy,4.935,"[3, '0,02 km', '20 m2', 2, '1,1 km', '23 m2']",483,-273,254,-126,899,101,635,338,633,64,768,-383,1920,1080
10,11,110.010562399984,21,24,1,2,1,q,4.42054850002751,6.445,6.175,hard,0.27,"[3, '2,1 km', '18 m2', 3, '3,3 km', '30 m2']",470,-321,229,-170,897,51,602,300,586,48,723,-405,1920,1080
11,12,121.010577899986,20,23,1,2,1,p,7.46460300002946,7.78,7.03,hard,0.75,"[4, '1,1 km', '14 m2', 3, '1,5 km', '24 m2']",457,-273,244,-122,884,3,590,349,591,98,753,-365,1920,1080
12,13,132.010281700001,15,18,1,2,1,p,7.91888730000937,8.935,8.995,hard,0.0600000000000023,"[3, '0,45 km', '18 m2', 4, '0,65 km', '23 m2']",485,-314,280,-87,840,27,541,361,590,48,740,-413,1920,1080
13,14,143.010569999984,3,17,1,2,1,p,4.79751010000473,8.035,8.455,hard,0.42,"[3, '0,04 km', '18 m2', 3, '0,1 km', '20 m2']",498,-266,276,-137,852,-21,565,317,547,22,790,-420,1920,1080
14,15,154.010362999979,14,18,1,2,1,q,5.0848660999909,9.715,8.995,hard,0.719999999999999,"[4, '0,05 km', '22 m2', 4, '0,65 km', '23 m2']",507,-315,253,-181,901,-13,615,322,536,71,794,-370,1920,1080
15,16,165.010512200009,3,29,1,2,1,q,3.36967829999048,8.035,2.98,easy,5.055,"[3, '0,04 km', '18 m2', 2, '1,1 km', '23 m2']",504,-365,214,-213,857,10,619,372,551,23,816,-415,1920,1080
16,17,176.008944400004,8,15,1,2,1,p,4.7833805999835,5.83,8.935,easy,3.105,"[3, '1,1 km', '21 m2', 3, '0,45 km', '18 m2']",547,-340,263,-223,819,42,569,378,502,13,819,-465,1920,1080
17,18,187.009141499992,1,28,1,2,1,q,5.42434810003033,7.51,2.125,easy,5.385,"[4, '2,6 km', '17 m2', 2, '3,8 km', '18 m2']",497,-341,216,-240,810,-7,593,334,519,60,855,-430,1920,1080
18,19,198.00924330001,16,18,1,2,1,q,6.74412749998737,7.915,8.995,medium,1.08,"[3, '0,02 km', '20 m2', 4, '0,65 km', '23 m2']",532,-306,208,-191,817,-56,642,344,470,50,809,-449,1920,1080
19,20,209.009212300007,2,14,1,2,1,q,7.62706259998959,8.785,9.715,medium,0.93,"[4, '0,06 km', '23 m2', 4, '0,05 km', '22 m2']",485,-322,212,-241,810,-105,649,294,420,46,806,-399,1920,1080
20,21,220.008982600004,14,24,1,2,1,q,6.41023809998296,9.715,6.175,easy,3.54,"[4, '0,05 km', '22 m2', 3, '3,3 km', '30 m2']",495,-371,231,-195,768,-78,664,246,370,41,786,-353,1920,1080
21,22,231.00901129999,1,7,1,2,1,p,5.7353160000057,7.51,7.675,hard,0.165000000000001,"[4, '2,6 km', '17 m2', 3, '1,8 km', '18 m2']",445,-373,257,-152,722,-58,632,284,409,72,744,-380,1920,1080
22,23,242.008943599998,6,20,1,2,1,q,4.01645699999062,8.905,7.78,medium,1.125,"[3, '0,1 km', '20 m2', 4, '1,1 km', '14 m2']",441,-423,272,-104,767,-81,670,316,455,92,776,-341,1920,1080
23,24,253.008955100027,12,23,1,2,1,q,3.65735349996248,9.595,7.03,easy,2.565,"[3, '0,04 km', '21 m2', 3, '1,5 km', '24 m2']",412,-382,247,-147,814,-65,716,334,449,142,826,-335,1920,1080
24,25,264.009058700001,18,22,1,2,1,q,6.861293199996,8.995,7.27,medium,1.725,"[4, '0,65 km', '23 m2', 3, '0,25 km', '18 m2']",457,-403,276,-106,864,-68,747,295,399,136,875,-323,1920,1080
25,26,275.010437800025,4,20,1,2,1,p,5.32222959998762,5.71,7.78,easy,2.07,"[3, '2,2 km', '17 m2', 4, '1,1 km', '14 m2']",446,-452,299,-151,899,-33,796,304,355,113,826,-334,1920,1080
26,27,286.010336600011,0,26,1,2,1,p,5.94804039999144,9.01,9.295,hard,0.285,"[4, '0,04 km', '18 m2', 5, '1,7 km', '30 m2']",488,-425,309,-200,850,-23,844,290,371,160,865,-365,1920,1080
27,29,297.010467400018,11,20,1,2,1,p,9.42302509996807,4.09,7.78,easy,3.69,"[3, '4,2 km', '19 m2', 4, '1,1 km', '14 m2']",487,-475,294,-152,900,-22,869,247,364,210,841,-409,1920,1080
28,32,308.010390900017,3,11,1,2,1,q,5.64699300000211,8.035,4.09,easy,3.945,"[3, '0,04 km', '18 m2', 3, '4,2 km', '19 m2']",463,-431,321,-194,857,-47,907,215,404,179,794,-393,1920,1080
29,33,319.010489200009,3,6,1,2,1,q,4.42812459997367,8.035,8.905,medium,0.869999999999999,"[3, '0,04 km', '18 m2', 3, '0,1 km', '20 m2']",439,-475,361,-164,894,-81,895,264,355,188,744,-392,1920,1080
30,34,330.010331799975,8,25,1,2,1,p,6.71115859999554,5.83,7.78,medium,1.95,"[3, '1,1 km', '21 m2', 3, '0,2 km', '20 m2']",429,-426,338,-120,888,-131,902,313,371,141,697,-408,1920,1080
31,35,341.010534000001,8,22,1,2,1,p,7.00087659998098,5.83,7.27,medium,1.44,"[3, '1,1 km', '21 m2', 3, '0,25 km', '18 m2']",395,-462,299,-151,896,-180,852,312,346,184,652,-385,1920,1080
32,37,352.008995299984,0,12,1,2,1,q,8.10535410000011,9.01,9.595,hard,0.584999999999999,"[4, '0,04 km', '18 m2', 3, '0,04 km', '21 m2']",345,-469,330,-190,846,-175,823,271,298,169,620,-347,1920,1080
33,38,363.00914390001,4,28,1,2,1,,NaN,5.71,2.125,easy,3.585,"[3, '2,2 km', '17 m2', 2, '3,8 km', '18 m2']",381,-434,313,-143,893,-158,850,313,337,200,651,-386,1920,1080
34,39,374.008930400014,22,24,1,2,1,q,4.20252689998597,7.27,6.175,medium,1.095,"[3, '0,25 km', '18 m2', 3, '3,3 km', '30 m2']",411,-394,348,-107,886,-208,813,347,288,211,684,-423,1920,1080
35,40,385.009162599978,6,8,1,2,1,q,3.91014250001172,8.905,5.83,easy,3.075,"[3, '0,1 km', '20 m2', 3, '1,1 km', '21 m2']",370,-422,335,-155,903,-161,844,308,336,224,634,-418,1920,1080
36,41,396.008960200008,9,10,1,2,1,q,4.50661729997955,6.595,5.815,hard,0.780000000000001,"[3, '1,3 km', '19 m2', 3, '1,8 km', '20 m2']",324,-442,384,-165,857,-182,821,263,302,261,599,-382,1920,1080
37,42,407.008787099971,13,25,1,2,1,p,7.20673920004629,8.635,7.78,medium,0.855,"[4, '0,6 km', '20 m2', 3, '0,2 km', '20 m2']",369,-464,367,-118,858,-232,858,229,307,311,627,-424,1920,1080
38,43,418.009029200009,16,26,1,2,1,p,5.52956250001443,7.915,9.295,medium,1.38,"[3, '0,02 km', '20 m2', 5, '1,7 km', '30 m2']",319,-460,416,-126,830,-190,832,186,356,318,579,-411,1920,1080
39,44,429.010477099975,23,24,1,2,1,q,5.34325990005163,7.03,6.175,medium,0.854999999999999,"[3, '1,5 km', '24 m2', 3, '3,3 km', '30 m2']",284,-424,435,-80,788,-163,850,139,306,322,575,-361,1920,1080
40,45,440.009053600021,0,27,1,2,1,p,5.00697339995531,9.01,9.88,medium,0.870000000000001,"[4, '0,04 km', '18 m2', 5, '0,05 km', '30 m2']",278,-474,388,-96,806,-116,835,187,342,356,531,-384,1920,1080
41,47,451.010505500017,9,15,1,2,1,p,5.37912579998374,6.595,8.935,easy,2.34,"[3, '1,3 km', '19 m2', 3, '0,45 km', '18 m2']",327,-486,432,-120,766,-86,790,165,372,396,572,-412,1920,1080
42,48,462.010566900019,6,13,1,2,1,p,6.40397079999093,8.905,8.635,hard,0.27,"[3, '0,1 km', '20 m2', 4, '0,6 km', '20 m2']",285,-459,455,-75,728,-118,750,135,419,378,537,-376,1920,1080
43,49,473.010529999971,0,27,1,2,1,p,3.9982699000393,9.01,9.88,medium,0.870000000000001,"[4, '0,04 km', '18 m2', 5, '0,05 km', '30 m2']",241,-482,412,-50,770,-146,799,144,381,346,587,-369,1920,1080
44,50,484.010699999984,1,10,1,2,1,p,5.60796019999543,7.51,5.815,medium,1.695,"[4, '2,6 km', '17 m2', 3, '1,8 km', '20 m2']",224,-435,396,-3,721,-134,801,194,431,350,538,-379,1920,1080
45,51,495.010514300025,1,10,1,2,1,p,10.2111767999595,7.51,5.815,medium,1.695,"[4, '2,6 km', '17 m2', 3, '1,8 km', '20 m2']",272,-420,354,-31,762,-106,753,179,394,384,557,-425,1920,1080
46,52,506.010419500002,4,24,1,2,1,p,4.82634789997246,5.71,6.175,hard,0.465,"[3, '2,2 km', '17 m2', 3, '3,3 km', '30 m2']",238,-383,402,-16,714,-119,802,167,348,404,559,-375,1920,1080
47,53,517.009015800024,2,14,1,2,1,p,5.66661789995851,8.785,9.715,medium,0.93,"[4, '0,06 km', '23 m2', 4, '0,05 km', '22 m2']",192,-363,404,34,684,-79,752,172,313,368,598,-343,1920,1080
48,55,528.008864099975,19,26,1,2,1,q,6.53083370003151,8.89,9.295,hard,0.405000000000001,"[4, '0,7 km', '23 m2', 5, '1,7 km', '30 m2']",142,-368,453,46,728,-103,797,150,360,351,572,-300,1920,1080
49,56,539.009057799994,8,16,1,2,1,q,8.19277349999174,5.83,7.915,easy,2.085,"[3, '1,1 km', '21 m2', 3, '0,02 km', '20 m2']",191,-359,423,86,761,-140,846,142,317,326,597,-344,1920,1080
50,57,550.008885800024,7,20,1,2,1,p,8.19297419994837,7.675,7.78,hard,0.104999999999999,"[3, '1,8 km', '18 m2', 4, '1,1 km', '14 m2']",189,-309,377,67,807,-161,888,115,271,307,548,-355,1920,1080
51,58,561.008744699997,9,26,1,2,1,p,5.57200899999589,6.595,9.295,easy,2.7,"[3, '1,3 km', '19 m2', 5, '1,7 km', '30 m2']",173,-261,419,41,757,-164,850,147,222,296,538,-404,1920,1080
52,59,572.008889899997,11,28,1,2,1,q,8.42997529997956,4.09,2.125,medium,1.965,"[3, '4,2 km', '19 m2', 2, '3,8 km', '18 m2']",136,-228,464,20,798,-136,827,191,176,316,542,-454,1920,1080
53,61,583.008832500025,18,24,1,2,1,q,7.88491470000008,8.995,6.175,easy,2.82,"[4, '0,65 km', '23 m2', 3, '3,3 km', '30 m2']",158,-273,478,-28,803,-186,778,184,126,320,493,-444,1920,1080
54,64,594.00904580002,1,22,1,2,1,p,7.48878149996744,7.51,7.27,hard,0.24,"[4, '2,6 km', '17 m2', 3, '0,25 km', '18 m2']",202,-297,437,1,753,-180,729,192,168,347,449,-468,1920,1080
55,65,605.010476499971,3,19,1,2,1,q,6.10628780000843,8.035,8.89,medium,0.854999999999999,"[3, '0,04 km', '18 m2', 4, '0,7 km', '23 m2']",224,-252,454,-46,754,-130,679,189,151,300,405,-444,1920,1080
56,67,616.010543800017,8,16,1,2,1,p,4.49930689996108,5.83,7.915,easy,2.085,"[3, '1,1 km', '21 m2', 3, '0,02 km', '20 m2']",219,-302,465,-95,712,-158,634,211,161,349,446,-415,1920,1080
57,68,627.01033119997,1,12,1,2,1,p,6.22159920004196,7.51,9.595,easy,2.085,"[4, '2,6 km', '17 m2', 3, '0,04 km', '21 m2']",246,-260,477,-46,734,-203,605,170,117,325,478,-453,1920,1080
58,69,638.010530299973,4,24,1,2,1,q,4.24822860001586,5.71,6.175,hard,0.465,"[3, '2,2 km', '17 m2', 3, '3,3 km', '30 m2']",197,-268,447,-6,688,-223,655,166,162,303,481,-403,1920,1080
59,70,649.010517799994,13,16,1,2,1,q,5.20528659998672,8.635,7.915,hard,0.719999999999999,"[4, '0,6 km', '20 m2', 3, '0,02 km', '20 m2']",193,-318,422,37,729,-252,705,160,113,314,463,-450,1920,1080
0,0,0.0020035999477841,1,11,2,1,1,p,6.69477920001373,7.51,4.09,easy,3.42,"[4, '2,6 km', '17 m2', 3, '4,2 km', '19 m2']",622,-438,182,288,421,-23,367,-402,594,433,861,410,1920,1080
1,1,11.0091766999685,0,27,2,1,1,q,4.96261019998929,9.01,9.88,medium,0.870000000000001,"[4, '0,04 km', '18 m2', 5, '0,05 km', '30 m2']",600,-393,200,241,435,-71,348,-356,561,471,903,383,1920,1080
2,2,22.0089400999714,3,24,2,1,1,p,7.15004690003116,8.035,6.175,medium,1.86,"[3, '0,04 km', '18 m2', 3, '3,3 km', '30 m2']",650,-397,160,211,456,-26,396,-370,517,448,873,423,1920,1080
3,4,33.0103562999866,8,24,2,1,1,p,5.77770380000584,5.83,6.175,hard,0.345000000000001,"[3, '1,1 km', '21 m2', 3, '3,3 km', '30 m2']",699,-389,178,258,492,8,441,-391,538,403,853,469,1920,1080
4,5,44.0105676999665,11,28,2,1,1,p,7.61747230001492,4.09,2.125,medium,1.965,"[3, '4,2 km', '19 m2', 2, '3,8 km', '18 m2']",683,-342,137,287,510,55,412,-350,535,353,900,486,1920,1080
5,8,55.0093738999567,1,25,2,1,1,q,6.29754300002242,7.51,7.78,hard,0.27,"[4, '2,6 km', '17 m2', 3, '0,2 km', '20 m2']",646,-375,187,281,547,22,365,-368,574,321,850,482,1920,1080
6,10,66.0103840999654,20,28,2,1,1,p,6.680612199998,7.78,2.125,easy,5.655,"[4, '1,1 km', '14 m2', 2, '3,8 km', '18 m2']",658,-327,213,324,541,-28,374,-417,544,361,862,433,1920,1080
7,11,77.0104237999767,1,23,2,1,1,q,7.05157700000564,7.51,7.03,hard,0.48,"[4, '2,6 km', '17 m2', 3, '1,5 km', '24 m2']",695,-360,254,296,536,-78,371,-367,594,361,861,383,1920,1080
8,12,88.0106514999643,1,17,2,1,1,q,7.17125630000373,7.51,8.455,medium,0.945,"[4, '2,6 km', '17 m2', 3, '0,1 km', '20 m2']",684,-409,304,297,536,-128,391,-413,565,321,908,366,1920,1080
9,13,99.0103746999521,6,19,2,1,1,q,6.90862440003548,8.905,8.89,hard,0.0150000000000006,"[3, '0,1 km', '20 m2', 4, '0,7 km', '23 m2']",718,-372,254,298,569,-165,401,-462,599,358,858,365,1920,1080
10,14,110.008911399986,14,26,2,1,1,p,5.41212399996584,9.715,9.295,hard,0.42,"[4, '0,05 km', '22 m2', 5, '1,7 km', '30 m2']",759,-400,302,313,619,-164,383,-416,621,403,880,320,1920,1080
