Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.00222370000119554,13,25,1,2,1,q,8.54466559999855,8.95,8.08,medium,0.869999999999999,"[4, '0,6 km', '20 m2', 3, '0,2 km', '20 m2']",-257,4,-854,213,-612,23,-420,-208,-907,-183,-276,330,1920,1080
1,1,11.0090552000001,22,26,1,2,1,p,9.1897839000012,6.28,8.425,medium,2.145,"[3, '0,25 km', '18 m2', 5, '1,7 km', '30 m2']",-279,-41,-841,261,-634,-22,-470,-213,-861,-203,-229,313,1920,1080
2,3,22.0089688000007,3,27,1,2,1,p,6.61701969999922,8.29,9.52,medium,1.23,"[3, '0,04 km', '18 m2', 5, '0,05 km', '30 m2']",-284,-91,-825,308,-628,28,-520,-215,-832,-243,-221,362,1920,1080
3,4,33.0088682999994,8,23,1,2,1,q,8.87504400000034,4.3,6.685,easy,2.385,"[3, '1,1 km', '21 m2', 3, '1,5 km', '24 m2']",-242,-65,-843,262,-638,77,-538,-262,-853,-198,-250,321,1920,1080
4,5,44.0089786999997,17,29,1,2,1,q,6.54304680000132,8.59,3.565,easy,5.025,"[3, '0,1 km', '20 m2', 2, '1,1 km', '23 m2']",-227,-113,-793,260,-593,98,-494,-286,-816,-164,-298,336,1920,1080
5,7,55.0103366000003,18,25,1,2,1,p,5.99569770000016,8.035,8.08,hard,0.0449999999999999,"[4, '0,65 km', '23 m2', 3, '0,2 km', '20 m2']",-277,-120,-828,296,-576,145,-535,-315,-779,-197,-319,382,1920,1080
6,8,66.0090242000006,8,15,1,2,1,p,8.78992600000129,4.3,5.725,medium,1.425,"[3, '1,1 km', '21 m2', 3, '0,45 km', '18 m2']",-252,-163,-778,301,-530,126,-520,-363,-765,-149,-281,350,1920,1080
7,9,77.0091529999991,13,25,1,2,1,p,7.84483590000309,8.95,8.08,medium,0.869999999999999,"[4, '0,6 km', '20 m2', 3, '0,2 km', '20 m2']",-225,-205,-743,337,-496,90,-470,-359,-716,-140,-268,398,1920,1080
8,10,88.0107272000023,16,23,1,2,1,q,7.01128400000016,8.995,6.685,easy,2.31,"[3, '0,02 km', '20 m2', 3, '1,5 km', '24 m2']",-205,-159,-752,386,-470,133,-462,-310,-762,-121,-253,350,1920,1080
9,11,99.0104530999997,16,26,1,2,1,p,6.24849580000227,8.995,8.425,hard,0.57,"[3, '0,02 km', '20 m2', 5, '1,7 km', '30 m2']",-226,-114,-798,405,-520,127,-495,-272,-790,-163,-223,390,1920,1080
10,12,110.010347300002,17,19,1,2,1,p,5.71370519999982,8.59,7.945,hard,0.645,"[3, '0,1 km', '20 m2', 4, '0,7 km', '23 m2']",-276,-116,-816,452,-491,86,-495,-322,-741,-152,-179,414,1920,1080
11,13,121.010502699999,1,11,1,2,1,q,8.06158800000048,4.255,5.65,medium,1.395,"[4, '2,6 km', '17 m2', 3, '4,2 km', '19 m2']",-274,-166,-770,471,-541,92,-543,-307,-775,-189,-229,419,1920,1080
12,15,132.010375100002,13,29,1,2,1,q,6.5928075999982,8.95,3.565,easy,5.385,"[4, '0,6 km', '20 m2', 2, '1,1 km', '23 m2']",-245,-207,-743,429,-506,56,-500,-281,-800,-232,-195,456,1920,1080
13,16,143.009108000002,0,23,1,2,1,q,5.14193129999694,8.485,6.685,medium,1.8,"[4, '0,04 km', '18 m2', 3, '1,5 km', '24 m2']",-241,-157,-782,460,-474,17,-452,-294,-775,-275,-214,410,1920,1080
14,17,154.008981200001,1,3,1,2,1,p,6.43009810000149,4.255,8.29,easy,4.035,"[4, '2,6 km', '17 m2', 3, '0,04 km', '18 m2']",-197,-181,-831,450,-509,53,-469,-247,-802,-317,-234,364,1920,1080
15,18,165.0088856,19,24,1,2,1,q,7.32027480000033,7.945,5.68,easy,2.265,"[4, '0,7 km', '23 m2', 3, '3,3 km', '30 m2']",-219,-136,-784,467,-548,84,-466,-197,-787,-365,-284,366,1920,1080
16,19,176.008808000002,8,24,1,2,1,q,8.56023629999981,4.3,5.68,medium,1.38,"[3, '1,1 km', '21 m2', 3, '3,3 km', '30 m2']",-269,-137,-755,426,-501,66,-510,-221,-788,-315,-267,413,1920,1080
17,20,187.009175900002,13,17,1,2,1,q,5.69207899999674,8.95,8.59,hard,0.359999999999999,"[4, '0,6 km', '20 m2', 3, '0,1 km', '20 m2']",-231,-105,-804,415,-469,27,-559,-232,-829,-286,-307,443,1920,1080
18,21,198.008888600001,13,16,1,2,1,p,10.8823364999989,8.95,8.995,hard,0.0450000000000017,"[4, '0,6 km', '20 m2', 3, '0,02 km', '20 m2']",-276,-82,-771,378,-519,26,-514,-253,-782,-303,-285,398,1920,1080
19,22,209.0089658,6,23,1,2,1,q,8.58121140000003,8.53,6.685,medium,1.845,"[3, '0,1 km', '20 m2', 3, '1,5 km', '24 m2']",-259,-129,-729,405,-545,-16,-470,-276,-733,-293,-280,348,1920,1080
20,23,220.0091106,5,20,1,2,1,p,7.53634009999951,4.81,7.72,easy,2.91,"[3, '1,6 km', '18 m2', 4, '1,1 km', '14 m2']",-251,-80,-683,385,-593,-30,-429,-305,-781,-279,-324,324,1920,1080
21,24,231.0088942,7,11,1,2,1,q,4.04251440000007,5.53,5.65,hard,0.12,"[3, '1,8 km', '18 m2', 3, '4,2 km', '19 m2']",-233,-127,-655,427,-614,-75,-479,-303,-790,-328,-283,296,1920,1080
22,25,242.010316600001,0,12,1,2,1,q,6.10094250000111,8.485,6.745,medium,1.74,"[4, '0,04 km', '18 m2', 3, '0,04 km', '21 m2']",-197,-162,-605,422,-593,-30,-492,-351,-744,-347,-331,308,1920,1080
23,27,253.010516000002,17,26,1,2,1,p,8.9017380999976,8.59,8.425,hard,0.164999999999999,"[3, '0,1 km', '20 m2', 5, '1,7 km', '30 m2']",-246,-152,-562,397,-567,-73,-539,-368,-784,-317,-318,260,1920,1080
24,28,264.010388300001,2,3,1,2,1,p,5.11793879999823,8.575,8.29,hard,0.285,"[4, '0,06 km', '23 m2', 3, '0,04 km', '18 m2']",-291,-174,-553,348,-609,-47,-497,-396,-792,-268,-268,254,1920,1080
25,29,275.010598500001,11,28,1,2,1,q,5.03366259999893,5.65,3.82,medium,1.83,"[3, '4,2 km', '19 m2', 2, '3,8 km', '18 m2']",-341,-172,-597,371,-559,-42,-544,-412,-842,-275,-316,269,1920,1080
26,30,286.010275200002,1,28,1,2,1,q,4.5510534999994,4.255,3.82,hard,0.435,"[4, '2,6 km', '17 m2', 2, '3,8 km', '18 m2']",-337,-222,-554,396,-600,-13,-588,-388,-835,-226,-270,250,1920,1080
27,31,297.0105554,5,26,1,2,1,p,5.15569049999976,4.81,8.425,easy,3.615,"[3, '1,6 km', '18 m2', 5, '1,7 km', '30 m2']",-387,-216,-509,418,-638,19,-620,-349,-884,-218,-299,209,1920,1080
28,32,308.0103556,21,29,1,2,1,p,8.70787360000031,5.41,3.565,medium,1.845,"[3, '2,1 km', '18 m2', 2, '1,1 km', '23 m2']",-423,-182,-465,442,-588,17,-639,-395,-862,-173,-342,183,1920,1080
29,35,319.0089969,0,2,1,2,1,p,7.33028560000093,8.485,8.575,hard,0.0899999999999999,"[4, '0,04 km', '18 m2', 4, '0,06 km', '23 m2']",-466,-208,-415,442,-615,59,-637,-445,-903,-201,-355,135,1920,1080
30,36,330.009000400001,6,8,1,2,1,q,4.38830650000091,8.53,4.3,easy,4.23,"[3, '0,1 km', '20 m2', 3, '1,1 km', '21 m2']",-428,-240,-381,478,-646,19,-614,-489,-856,-217,-370,87,1920,1080
31,37,341.008912400001,0,9,1,2,1,q,5.8554561000019,8.485,5.815,easy,2.67,"[4, '0,04 km', '18 m2', 3, '1,3 km', '19 m2']",-411,-193,-393,429,-598,5,-656,-461,-873,-264,-320,90,1920,1080
32,38,352.009137100002,1,17,1,2,1,p,5.85409989999971,4.255,8.59,easy,4.335,"[4, '2,6 km', '17 m2', 3, '0,1 km', '20 m2']",-445,-230,-433,459,-618,51,-623,-424,-880,-214,-331,41,1920,1080
33,39,363.008866300002,3,9,1,2,1,q,5.20245409999916,8.29,5.815,easy,2.475,"[3, '0,04 km', '18 m2', 3, '1,3 km', '19 m2']",-482,-196,-422,410,-667,43,-612,-473,-833,-232,-307,-3,1920,1080
34,40,374.008785099999,15,19,1,2,1,p,4.94672770000034,5.725,7.945,easy,2.22,"[3, '0,45 km', '18 m2', 4, '0,7 km', '23 m2']",-529,-179,-424,360,-680,91,-647,-438,-785,-219,-342,32,1920,1080
35,41,385.008946800001,12,26,1,2,1,p,5.02840890000152,6.745,8.425,medium,1.68,"[3, '0,04 km', '21 m2', 5, '1,7 km', '30 m2']",-480,-171,-405,314,-630,84,-697,-444,-793,-170,-298,8,1920,1080
36,42,396.0103203,19,24,1,2,1,q,3.68822890000229,7.945,5.68,easy,2.265,"[4, '0,7 km', '23 m2', 3, '3,3 km', '30 m2']",-498,-218,-360,291,-660,44,-647,-441,-760,-208,-259,-24,1920,1080
37,43,407.009067999999,16,20,1,2,1,q,4.742542400003,8.995,7.72,medium,1.275,"[3, '0,02 km', '20 m2', 4, '1,1 km', '14 m2']",-533,-182,-311,283,-689,85,-666,-395,-805,-187,-287,-66,1920,1080
