Var1,TrialNr,TrialTime,Option1,Option2,GrOption,BlOption,GreenL_1_orR_2_,ResponseKey,RT,Option1Val,Option2Val,DifficultyBin,ChoiceDiff,Attribs,Attr1Xpos,Attr1Ypos,Attr2Xpos,Attr2Ypos,Attr3Xpos,Attr3Ypos,Attr4Xpos,Attr4Ypos,Attr5Xpos,Attr5Ypos,Attr6Xpos,Attr6Ypos,ScreenXRes,ScreenYRes
0,0,0.0019109999993816,0,11,1,2,1,q,7.32425070001045,5.41,2.47,easy,2.94,"[4, '0,04 km', '18 m2', 3, '4,2 km', '19 m2']",-890,155,-10,371,147,-243,-601,-63,-458,-271,-754,-316,1920,1080
1,2,11.0092402000155,17,20,1,2,1,q,7.06301449998864,7.465,6.205,hard,1.26,"[3, '0,1 km', '20 m2', 4, '1,1 km', '14 m2']",-895,205,-59,381,97,-236,-620,-17,-471,-319,-763,-365,1920,1080
2,5,22.0103793000162,2,24,1,2,1,q,8.09579369999119,9.925,3.685,easy,6.24,"[4, '0,06 km', '23 m2', 3, '3,3 km', '30 m2']",-896,255,-108,370,52,-258,-570,-20,-477,-269,-752,-414,1920,1080
3,6,33.0105242000136,0,24,1,2,1,q,4.76565699998173,5.41,3.685,medium,1.725,"[4, '0,04 km', '18 m2', 3, '3,3 km', '30 m2']",-904,206,-68,340,32,-304,-566,30,-436,-298,-784,-452,1920,1080
4,7,44.0089133000001,7,20,1,2,1,p,6.1322226000193,4.45,6.205,medium,1.755,"[3, '1,8 km', '18 m2', 4, '1,1 km', '14 m2']",-892,157,-69,390,79,-321,-594,71,-468,-260,-738,-433,1920,1080
5,8,55.0090492000163,16,18,1,2,1,p,8.18905559999985,3.445,9.955,easy,6.51,"[3, '0,02 km', '20 m2', 4, '0,65 km', '23 m2']",-844,170,-117,376,33,-300,-582,22,-506,-293,-776,-465,1920,1080
6,9,66.0088513999945,16,26,1,2,1,p,6.40046680002706,3.445,6.865,easy,3.42,"[3, '0,02 km', '20 m2', 5, '1,7 km', '30 m2']",-858,122,-132,424,9,-344,-611,-18,-472,-329,-796,-419,1920,1080
7,10,77.0092630000145,24,29,1,2,1,q,7.90203359999578,3.685,1.975,medium,1.71,"[3, '3,3 km', '30 m2', 2, '1,1 km', '23 m2']",-903,144,-182,430,-20,-304,-642,-57,-429,-355,-753,-393,1920,1080
8,11,88.0088518999983,15,20,1,2,1,p,6.26130340000964,6.025,6.205,hard,0.18,"[3, '0,45 km', '18 m2', 4, '1,1 km', '14 m2']",-895,95,-229,448,-55,-269,-595,-41,-478,-362,-791,-360,1920,1080
9,12,99.0087570000032,4,24,1,2,1,q,8.4216212000174,1.705,3.685,medium,1.98,"[3, '2,2 km', '17 m2', 3, '3,3 km', '30 m2']",-885,144,-210,402,-105,-266,-640,-63,-498,-408,-790,-310,1920,1080
10,14,110.008914400009,25,26,1,2,1,p,7.2597364000103,8.11,6.865,hard,1.245,"[3, '0,2 km', '20 m2', 5, '1,7 km', '30 m2']",-836,156,-230,356,-154,-256,-621,-109,-506,-359,-831,-339,1920,1080
11,15,121.009168899996,1,7,1,2,1,p,5.0709940000088,4.615,4.45,hard,0.165000000000001,"[4, '2,6 km', '17 m2', 3, '1,8 km', '18 m2']",-859,112,-218,308,-108,-235,-644,-65,-528,-314,-876,-316,1920,1080
12,16,132.00888020001,0,25,1,2,1,q,4.28037900000345,5.41,8.11,medium,2.7,"[4, '0,04 km', '18 m2', 3, '0,2 km', '20 m2']",-858,162,-260,334,-155,-251,-630,-17,-533,-264,-826,-317,1920,1080
13,17,143.009054399998,10,24,1,2,1,q,3.79419760001474,4.18,3.685,hard,0.495,"[3, '1,8 km', '20 m2', 3, '3,3 km', '30 m2']",-873,114,-233,376,-204,-263,-633,33,-483,-269,-808,-270,1920,1080
14,18,154.0091464,8,20,1,2,1,p,8.36210719999508,5.425,6.205,hard,0.779999999999999,"[3, '1,1 km', '21 m2', 4, '1,1 km', '14 m2']",-861,65,-261,417,-154,-261,-610,77,-444,-300,-837,-229,1920,1080
15,19,165.00913630001,3,10,1,2,1,q,6.25807569999597,6.235,4.18,medium,2.055,"[3, '0,04 km', '18 m2', 3, '1,8 km', '20 m2']",-906,87,-230,457,-131,-305,-563,93,-438,-250,-877,-259,1920,1080
16,20,176.010356500017,4,29,1,2,1,q,6.52277389998198,1.705,1.975,hard,0.27,"[3, '2,2 km', '17 m2', 2, '1,1 km', '23 m2']",-859,103,-180,453,-168,-272,-532,54,-477,-281,-832,-282,1920,1080
17,21,187.010674599995,12,16,1,2,1,p,6.09253460000036,5.035,3.445,medium,1.59,"[3, '0,04 km', '21 m2', 3, '0,02 km', '20 m2']",-848,54,-192,404,-166,-322,-485,38,-497,-235,-801,-243,1920,1080
18,22,198.010421300016,14,18,1,2,1,p,8.44688979999046,8.515,9.955,medium,1.44,"[4, '0,05 km', '22 m2', 4, '0,65 km', '23 m2']",-798,48,-177,356,-212,-303,-492,87,-545,-248,-796,-293,1920,1080
19,23,209.010627800017,3,10,1,2,1,q,8.31367760000285,6.235,4.18,medium,2.055,"[3, '0,04 km', '18 m2', 3, '1,8 km', '20 m2']",-825,6,-187,307,-214,-253,-455,53,-591,-229,-846,-286,1920,1080
